2025-05-31 18:12:50,485 [INFO] [SERVER] Offering temperature service...
2025-05-31 18:12:51,490 [INFO] [SERVER] Sent: Timestamp=1, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:19,351 [INFO] [SERVER] Sent: Timestamp=2388, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:20,359 [INFO] [SERVER] Sent: Timestamp=2389, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:21,365 [INFO] [SERVER] Sent: Timestamp=2390, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:22,374 [INFO] [SERVER] Sent: Timestamp=2391, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:23,384 [INFO] [SERVER] Sent: Timestamp=2392, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:24,391 [INFO] [SERVER] Sent: Timestamp=2393, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:25,401 [INFO] [SERVER] Sent: Timestamp=2394, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:26,411 [INFO] [SERVER] Sent: Timestamp=2395, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:27,418 [INFO] [SERVER] Sent: Timestamp=2396, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:28,428 [INFO] [SERVER] Sent: Timestamp=2397, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:29,433 [INFO] [SERVER] Sent: Timestamp=2398, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:30,443 [INFO] [SERVER] Sent: Timestamp=2399, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:31,450 [INFO] [SERVER] Sent: Timestamp=2400, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:32,456 [INFO] [SERVER] Sent: Timestamp=2401, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:33,462 [INFO] [SERVER] Sent: Timestamp=2402, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:34,468 [INFO] [SERVER] Sent: Timestamp=2403, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:35,477 [INFO] [SERVER] Sent: Timestamp=2404, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:36,482 [INFO] [SERVER] Sent: Timestamp=2405, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:37,494 [INFO] [SERVER] Sent: Timestamp=2406, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:38,505 [INFO] [SERVER] Sent: Timestamp=2407, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:39,514 [INFO] [SERVER] Sent: Timestamp=2408, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:40,521 [INFO] [SERVER] Sent: Timestamp=2409, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:41,527 [INFO] [SERVER] Sent: Timestamp=2410, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:42,534 [INFO] [SERVER] Sent: Timestamp=2411, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:43,541 [INFO] [SERVER] Sent: Timestamp=2412, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:44,550 [INFO] [SERVER] Sent: Timestamp=2413, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:45,557 [INFO] [SERVER] Sent: Timestamp=2414, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:46,567 [INFO] [SERVER] Sent: Timestamp=2415, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:47,574 [INFO] [SERVER] Sent: Timestamp=2416, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:48,580 [INFO] [SERVER] Sent: Timestamp=2417, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:49,589 [INFO] [SERVER] Sent: Timestamp=2418, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:50,596 [INFO] [SERVER] Sent: Timestamp=2419, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:51,599 [INFO] [SERVER] Sent: Timestamp=2420, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:52,613 [INFO] [SERVER] Sent: Timestamp=2421, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:53,620 [INFO] [SERVER] Sent: Timestamp=2422, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:54,627 [INFO] [SERVER] Sent: Timestamp=2423, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:55,634 [INFO] [SERVER] Sent: Timestamp=2424, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:56,641 [INFO] [SERVER] Sent: Timestamp=2425, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:57,652 [INFO] [SERVER] Sent: Timestamp=2426, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:58,664 [INFO] [SERVER] Sent: Timestamp=2427, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:26:59,674 [INFO] [SERVER] Sent: Timestamp=2428, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:00,683 [INFO] [SERVER] Sent: Timestamp=2429, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:01,693 [INFO] [SERVER] Sent: Timestamp=2430, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:02,701 [INFO] [SERVER] Sent: Timestamp=2431, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:03,710 [INFO] [SERVER] Sent: Timestamp=2432, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:04,717 [INFO] [SERVER] Sent: Timestamp=2433, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:05,725 [INFO] [SERVER] Sent: Timestamp=2434, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:06,735 [INFO] [SERVER] Sent: Timestamp=2435, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:07,747 [INFO] [SERVER] Sent: Timestamp=2436, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:08,756 [INFO] [SERVER] Sent: Timestamp=2437, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:09,766 [INFO] [SERVER] Sent: Timestamp=2438, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:10,778 [INFO] [SERVER] Sent: Timestamp=2439, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:11,793 [INFO] [SERVER] Sent: Timestamp=2440, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:12,808 [INFO] [SERVER] Sent: Timestamp=2441, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:13,824 [INFO] [SERVER] Sent: Timestamp=2442, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:14,839 [INFO] [SERVER] Sent: Timestamp=2443, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:15,862 [INFO] [SERVER] Sent: Timestamp=2444, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:16,868 [INFO] [SERVER] Sent: Timestamp=2445, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:17,879 [INFO] [SERVER] Sent: Timestamp=2446, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:18,892 [INFO] [SERVER] Sent: Timestamp=2447, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:19,909 [INFO] [SERVER] Sent: Timestamp=2448, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:20,921 [INFO] [SERVER] Sent: Timestamp=2449, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:21,938 [INFO] [SERVER] Sent: Timestamp=2450, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:22,939 [INFO] [SERVER] Sent: Timestamp=2451, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:23,945 [INFO] [SERVER] Sent: Timestamp=2452, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:24,958 [INFO] [SERVER] Sent: Timestamp=2453, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:25,972 [INFO] [SERVER] Sent: Timestamp=2454, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:26,984 [INFO] [SERVER] Sent: Timestamp=2455, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:27,995 [INFO] [SERVER] Sent: Timestamp=2456, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:29,008 [INFO] [SERVER] Sent: Timestamp=2457, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:30,018 [INFO] [SERVER] Sent: Timestamp=2458, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:31,029 [INFO] [SERVER] Sent: Timestamp=2459, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:32,039 [INFO] [SERVER] Sent: Timestamp=2460, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:33,053 [INFO] [SERVER] Sent: Timestamp=2461, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:34,064 [INFO] [SERVER] Sent: Timestamp=2462, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:35,076 [INFO] [SERVER] Sent: Timestamp=2463, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:36,090 [INFO] [SERVER] Sent: Timestamp=2464, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:37,102 [INFO] [SERVER] Sent: Timestamp=2465, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:38,112 [INFO] [SERVER] Sent: Timestamp=2466, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:39,121 [INFO] [SERVER] Sent: Timestamp=2467, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:40,130 [INFO] [SERVER] Sent: Timestamp=2468, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:41,142 [INFO] [SERVER] Sent: Timestamp=2469, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:42,155 [INFO] [SERVER] Sent: Timestamp=2470, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:43,163 [INFO] [SERVER] Sent: Timestamp=2471, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:44,180 [INFO] [SERVER] Sent: Timestamp=2472, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:45,192 [INFO] [SERVER] Sent: Timestamp=2473, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:46,203 [INFO] [SERVER] Sent: Timestamp=2474, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:47,217 [INFO] [SERVER] Sent: Timestamp=2475, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:48,228 [INFO] [SERVER] Sent: Timestamp=2476, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:49,240 [INFO] [SERVER] Sent: Timestamp=2477, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:50,253 [INFO] [SERVER] Sent: Timestamp=2478, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:51,265 [INFO] [SERVER] Sent: Timestamp=2479, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:52,278 [INFO] [SERVER] Sent: Timestamp=2480, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:53,290 [INFO] [SERVER] Sent: Timestamp=2481, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:54,301 [INFO] [SERVER] Sent: Timestamp=2482, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:55,313 [INFO] [SERVER] Sent: Timestamp=2483, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:56,325 [INFO] [SERVER] Sent: Timestamp=2484, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:57,335 [INFO] [SERVER] Sent: Timestamp=2485, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:58,350 [INFO] [SERVER] Sent: Timestamp=2486, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:27:59,361 [INFO] [SERVER] Sent: Timestamp=2487, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:00,369 [INFO] [SERVER] Sent: Timestamp=2488, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:01,376 [INFO] [SERVER] Sent: Timestamp=2489, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:02,385 [INFO] [SERVER] Sent: Timestamp=2490, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:03,392 [INFO] [SERVER] Sent: Timestamp=2491, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:04,400 [INFO] [SERVER] Sent: Timestamp=2492, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:05,408 [INFO] [SERVER] Sent: Timestamp=2493, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:06,415 [INFO] [SERVER] Sent: Timestamp=2494, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:07,423 [INFO] [SERVER] Sent: Timestamp=2495, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:08,430 [INFO] [SERVER] Sent: Timestamp=2496, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:09,438 [INFO] [SERVER] Sent: Timestamp=2497, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:10,445 [INFO] [SERVER] Sent: Timestamp=2498, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:11,454 [INFO] [SERVER] Sent: Timestamp=2499, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:12,461 [INFO] [SERVER] Sent: Timestamp=2500, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:13,466 [INFO] [SERVER] Sent: Timestamp=2501, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:14,473 [INFO] [SERVER] Sent: Timestamp=2502, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:15,480 [INFO] [SERVER] Sent: Timestamp=2503, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:16,488 [INFO] [SERVER] Sent: Timestamp=2504, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:17,500 [INFO] [SERVER] Sent: Timestamp=2505, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:18,510 [INFO] [SERVER] Sent: Timestamp=2506, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:19,518 [INFO] [SERVER] Sent: Timestamp=2507, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:20,527 [INFO] [SERVER] Sent: Timestamp=2508, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:21,541 [INFO] [SERVER] Sent: Timestamp=2509, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:22,543 [INFO] [SERVER] Sent: Timestamp=2510, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:23,561 [INFO] [SERVER] Sent: Timestamp=2511, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:24,573 [INFO] [SERVER] Sent: Timestamp=2512, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:25,586 [INFO] [SERVER] Sent: Timestamp=2513, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:26,622 [INFO] [SERVER] Sent: Timestamp=2514, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:27,635 [INFO] [SERVER] Sent: Timestamp=2515, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:28,650 [INFO] [SERVER] Sent: Timestamp=2516, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:29,713 [INFO] [SERVER] Sent: Timestamp=2517, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:30,757 [INFO] [SERVER] Sent: Timestamp=2518, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:31,772 [INFO] [SERVER] Sent: Timestamp=2519, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:32,796 [INFO] [SERVER] Sent: Timestamp=2520, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:33,821 [INFO] [SERVER] Sent: Timestamp=2521, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:34,862 [INFO] [SERVER] Sent: Timestamp=2522, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:35,876 [INFO] [SERVER] Sent: Timestamp=2523, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:36,888 [INFO] [SERVER] Sent: Timestamp=2524, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:37,896 [INFO] [SERVER] Sent: Timestamp=2525, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:38,898 [INFO] [SERVER] Sent: Timestamp=2526, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:39,909 [INFO] [SERVER] Sent: Timestamp=2527, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:40,915 [INFO] [SERVER] Sent: Timestamp=2528, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:41,927 [INFO] [SERVER] Sent: Timestamp=2529, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:42,933 [INFO] [SERVER] Sent: Timestamp=2530, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:43,945 [INFO] [SERVER] Sent: Timestamp=2531, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:44,959 [INFO] [SERVER] Sent: Timestamp=2532, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:45,976 [INFO] [SERVER] Sent: Timestamp=2533, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:46,990 [INFO] [SERVER] Sent: Timestamp=2534, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:48,006 [INFO] [SERVER] Sent: Timestamp=2535, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:49,011 [INFO] [SERVER] Sent: Timestamp=2536, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:50,013 [INFO] [SERVER] Sent: Timestamp=2537, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:51,029 [INFO] [SERVER] Sent: Timestamp=2538, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:52,032 [INFO] [SERVER] Sent: Timestamp=2539, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:53,047 [INFO] [SERVER] Sent: Timestamp=2540, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:54,062 [INFO] [SERVER] Sent: Timestamp=2541, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:55,068 [INFO] [SERVER] Sent: Timestamp=2542, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:56,080 [INFO] [SERVER] Sent: Timestamp=2543, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:57,093 [INFO] [SERVER] Sent: Timestamp=2544, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:58,106 [INFO] [SERVER] Sent: Timestamp=2545, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:28:59,117 [INFO] [SERVER] Sent: Timestamp=2546, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:00,130 [INFO] [SERVER] Sent: Timestamp=2547, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:01,140 [INFO] [SERVER] Sent: Timestamp=2548, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:02,152 [INFO] [SERVER] Sent: Timestamp=2549, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:03,163 [INFO] [SERVER] Sent: Timestamp=2550, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:04,164 [INFO] [SERVER] Sent: Timestamp=2551, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:05,169 [INFO] [SERVER] Sent: Timestamp=2552, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:06,177 [INFO] [SERVER] Sent: Timestamp=2553, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:07,186 [INFO] [SERVER] Sent: Timestamp=2554, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:08,197 [INFO] [SERVER] Sent: Timestamp=2555, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:09,214 [INFO] [SERVER] Sent: Timestamp=2556, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:10,229 [INFO] [SERVER] Sent: Timestamp=2557, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:11,245 [INFO] [SERVER] Sent: Timestamp=2558, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:12,260 [INFO] [SERVER] Sent: Timestamp=2559, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:13,271 [INFO] [SERVER] Sent: Timestamp=2560, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:14,287 [INFO] [SERVER] Sent: Timestamp=2561, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:15,298 [INFO] [SERVER] Sent: Timestamp=2562, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:16,303 [INFO] [SERVER] Sent: Timestamp=2563, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:17,319 [INFO] [SERVER] Sent: Timestamp=2564, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:18,324 [INFO] [SERVER] Sent: Timestamp=2565, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:19,325 [INFO] [SERVER] Sent: Timestamp=2566, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:20,335 [INFO] [SERVER] Sent: Timestamp=2567, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:21,352 [INFO] [SERVER] Sent: Timestamp=2568, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:22,369 [INFO] [SERVER] Sent: Timestamp=2569, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:23,381 [INFO] [SERVER] Sent: Timestamp=2570, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:24,382 [INFO] [SERVER] Sent: Timestamp=2571, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:25,385 [INFO] [SERVER] Sent: Timestamp=2572, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:26,393 [INFO] [SERVER] Sent: Timestamp=2573, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:27,409 [INFO] [SERVER] Sent: Timestamp=2574, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:28,414 [INFO] [SERVER] Sent: Timestamp=2575, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:29,415 [INFO] [SERVER] Sent: Timestamp=2576, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:30,417 [INFO] [SERVER] Sent: Timestamp=2577, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:31,431 [INFO] [SERVER] Sent: Timestamp=2578, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:32,435 [INFO] [SERVER] Sent: Timestamp=2579, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:33,448 [INFO] [SERVER] Sent: Timestamp=2580, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:34,461 [INFO] [SERVER] Sent: Timestamp=2581, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:35,462 [INFO] [SERVER] Sent: Timestamp=2582, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:36,475 [INFO] [SERVER] Sent: Timestamp=2583, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:37,476 [INFO] [SERVER] Sent: Timestamp=2584, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:38,491 [INFO] [SERVER] Sent: Timestamp=2585, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:39,502 [INFO] [SERVER] Sent: Timestamp=2586, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:40,510 [INFO] [SERVER] Sent: Timestamp=2587, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:41,527 [INFO] [SERVER] Sent: Timestamp=2588, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:42,534 [INFO] [SERVER] Sent: Timestamp=2589, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:43,535 [INFO] [SERVER] Sent: Timestamp=2590, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:44,551 [INFO] [SERVER] Sent: Timestamp=2591, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:45,559 [INFO] [SERVER] Sent: Timestamp=2592, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:46,561 [INFO] [SERVER] Sent: Timestamp=2593, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:47,573 [INFO] [SERVER] Sent: Timestamp=2594, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:48,581 [INFO] [SERVER] Sent: Timestamp=2595, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:49,592 [INFO] [SERVER] Sent: Timestamp=2596, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:50,594 [INFO] [SERVER] Sent: Timestamp=2597, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:51,599 [INFO] [SERVER] Sent: Timestamp=2598, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:52,608 [INFO] [SERVER] Sent: Timestamp=2599, Measurements=[20.0, 21.0, 22.0, 23.0]
2025-06-02 14:29:53,616 [INFO] [SERVER] Sent: Timestamp=2600, Measurements=[20.0, 21.0, 22.0, 23.0]
